MD,Inclination,Azimuth
5765,88.03599096474836,118.73632727356537
5770,87.82813460313292,118.80738869517837
5775,87.8782114497837,118.61177850000496
5780,87.7839172697108,117.97545081355501
5785,86.68935355384536,118.02254646462438
5790,86.71386328671367,118.08845389115059
5795,86.79293964236945,118.15371563295389
5800,86.78548943545849,118.18723761905129
5805,86.95697521024272,117.87389851958748
5810,87.14578791957409,117.99187966773918
5815,87.14785620629476,117.73907080696033
5820,87.29371300306548,117.70361142811406
5825,87.23192366918762,117.48050134187633
5830,87.2925000577503,117.51326091188277
5835,87.19076209969366,117.363804506446
5840,87.0022062200806,117.37536493822151
5845,87.0174223282955,117.71783482093845
5850,86.80566228220445,117.25396667325542
5855,86.71205467776315,117.90724036303008
5860,86.71511036418383,117.4165269196193
5865,86.76549295224648,117.29211621197506
5870,86.71020397093602,117.02095369254337
5875,86.85791009063533,117.27035844125669
5880,86.99493922712448,116.95303940073701
5885,87.13136077732813,117.03064302786136
5890,87.21218701805816,117.45653997025667
5895,87.25687443036166,116.86380526499913
5900,87.25861223860184,117.05158254842544
5905,87.27773212281332,116.62002394843155
5910,87.14646436026239,116.69281783856385
5915,86.94641519324783,116.99336114514723
5920,86.99089703879987,116.453426475287
5925,86.89614483651532,116.8811660478458
5930,86.64018536646547,116.60032492992806
5935,86.65658209476528,116.28662531126002
5940,86.73688760424045,116.46619439760853
5945,86.85798539929758,116.47507210821799
5950,86.84723501357611,116.34602987209638
5955,86.92719799563805,115.84899197969175
5960,87.07808499771328,115.95924498674897
5965,87.26467908603298,115.99707470034188
5970,87.23881526057444,115.97387228874642
5975,87.25994079953693,116.05535249798329
5980,87.25323303701892,115.90949993523151
5985,87.15971170626673,115.54991904879033
5990,87.10803430117147,115.83634616148996
5995,87.0602207195711,115.82603683255148
6000,86.87582242205906,115.75978920247125
6005,86.75174511777092,115.80820091958776
6010,86.69478735758109,115.70334897320872
6015,86.62596297645578,115.57323028496864
6020,86.79365134184928,115.41250464390399
6025,86.83384206248967,115.03980671626992
6030,86.94471397200998,115.40370505068223
6035,88.23731346666621,115.30542660035822
6040,88.20322747850288,115.2646413811241
6045,88.22911302396992,114.90174506363233
6050,88.27816093090509,114.88798894674244
6055,88.33843235308602,115.26227628564429
6060,88.22012012577918,114.99152377808562
6065,88.03929274497436,115.0838713016727
6070,88.03488913040566,114.90172205184876
6075,87.83513614604722,114.85085125728568
6080,87.86431796142654,114.98175643432741
6085,87.76600963777916,114.64045188999829
6090,87.68027485730806,114.71281117498022
6095,87.80820774429468,114.55142664457016
6100,87.83284397350492,114.5076490900509
6105,87.9865674184994,114.48375592048532
6110,88.09223748338789,114.54143788540374
6115,88.13811923044285,114.35306434243552
6120,88.22982050864665,114.65215372436637
6125,88.35022548728968,114.17465828831199
6130,88.2676017174751,114.26917477967613
6135,88.20111649886584,114.17196763285216
6140,88.07263391673837,114.50307277216365
6145,88.02006071641698,114.20715332702828
6150,87.98068924347838,114.32878146465536
6155,87.72381925511836,113.78027883062252
6160,87.71616464792996,114.08619059679012
6165,87.77209785600728,114.16651072896926
6170,87.73511765492927,113.961262850917
6175,87.84397486555376,114.11454410843851
6180,87.88106156902329,113.75505583187126
6185,88.07968407158351,114.09787498804278
6190,88.16302838933275,114.23370654442114
6195,88.30629142118603,113.65971299098499
